word	tag	freq_A1	freq_A2	freq_B1	freq_B2	freq_C1	freq_C2	freq_total
reloger	VER	0.0	0.0	2.6301	0.0	0.0	0.0	0.6721
relouer	VER	0.0	0.0	0.0	0.0	6.8846	0.0	0.1315
relâche	NOM	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
relâchement	NOM	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
relâcher	VER	0.8346	0.606	0.0	1.3018	6.0005	0.0	2.1936
relève	NOM	0.0	0.0	0.1243	0.0	0.0	0.0	0.0408
reléguer	VER	0.0	0.0	0.438	0.0	6.0005	12.833	1.6033
remaniement	NOM	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
remariage	NOM	0.9464	0.0	0.0	0.0	0.0	25.6659	1.0462
remarier	VER	0.0	3.0556	0.4665	0.8102	0.0	0.0	2.5794
remarquable	ADJ	0.0	0.6008	3.5957	1.2705	31.3781	78.971	8.7708
remarquablement	ADV	0.0	0.606	0.0	1.3018	0.0	0.0	0.6674
remarque	NOM	7.18	32.2232	38.3524	23.2683	4.139	0.0	30.0126
remarquer	VER	26.9723	45.3697	118.5567	147.8044	31.3781	38.656	84.2539
rembobiner	VER	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
remboursement	NOM	0.0	0.0	10.5659	0.0	0.0	0.0	2.5431
rembourser	VER	0.0	0.606	12.4204	0.911	3.4423	12.833	7.352
remerciement	NOM	0.0	4.7328	0.4317	0.0	0.0	0.0	1.5332
remercier	VER	187.0576	88.8076	42.301	63.2108	29.205	0.0	78.8717
remettre	VER	0.6291	78.4305	205.9928	153.2357	76.6769	56.7717	116.8434
remise	NOM	0.0	0.0	0.438	1.2705	6.8846	19.328	3.0132
remiser	VER	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
remonter	VER	56.9267	57.8472	99.8891	36.9628	41.1274	38.656	71.3625
remontée	NOM	0.0	0.6228	0.0	0.0	0.0	0.0	0.0472
remords	NOM	0.0	0.4157	7.102	0.8102	3.4423	0.0	4.5109
rempailleur	NOM	0.0	0.0	0.5531	0.0	0.0	0.0	0.0514
rempart	NOM	0.0	0.186	2.4569	0.0	20.6179	0.0	2.7955
remplacement	NOM	0.0	0.0	0.0	0.0	3.4423	19.328	0.7219
remplacer	VER	26.3972	40.5865	94.1782	48.0118	136.2363	95.2552	73.3701
remplaçable	ADJ	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
remplaçant	NOM	0.0	0.2552	0.0	0.0	0.0	0.0	0.0123
remplier	VER	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
remplir	VER	16.4954	90.6637	87.2304	64.3934	96.4588	56.7717	81.3411
remplissage	NOM	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
remporter	VER	7.7362	21.3218	6.4559	2.2839	6.0005	0.0	12.3029
remuant	ADJ	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
remue	NOM	0.0	0.0	0.9741	0.0	0.0	0.0	0.0905
remuer	VER	0.0	23.1786	12.05	19.3845	0.0	0.0	17.536
remède	NOM	0.0	0.5137	0.0	2.2839	0.0	19.328	1.3352
remédier	VER	0.0	0.0	3.6048	2.2839	27.9938	0.0	4.3711
renaissance	NOM	7.6879	6.7296	15.2991	0.0	12.0009	0.0	10.698
renaissant	ADJ	0.0	0.0	0.6378	0.0	0.0	0.0	0.0592
renard	NOM	0.0	1.2121	6.892	0.0	0.0	0.0	3.0352
renaud	NOM	0.8075	0.0	0.0	0.0	0.0	0.0	0.0242
renaître	VER	0.0	0.0	3.5156	0.0	20.024	0.0	2.4604
renchérir	VER	0.0	0.0	7.6118	0.0	20.6179	0.0	3.5424
renchérissement	NOM	0.0	0.0	0.5531	0.0	0.0	0.0	0.0514
rencontre	NOM	36.7634	51.7842	121.7429	48.946	113.7632	12.833	83.3033
rencontrer	VER	422.774	392.84	254.2838	297.7518	104.2058	56.7717	292.9908
rendement	NOM	0.0	0.0	0.1243	0.0	19.861	0.0	1.5128
rendez-vous	NOM	84.5498	81.5149	140.5637	43.1556	27.403	38.656	93.2464
rendormir	VER	0.0	1.0679	0.1243	0.0	0.0	0.0	0.6777
rendre	VER	97.098	378.0964	631.9037	348.5802	505.1477	306.2805	416.7804
renfermer	VER	0.5504	0.0	0.4317	0.0	6.0005	0.0	1.0588
renforcement	NOM	0.0	0.0	0.8634	0.0	36.8208	0.0	2.9486
renforcer	VER	0.0	0.0	18.2289	2.5411	158.8936	86.9662	21.3227
renfort	NOM	0.0	0.6228	0.0	0.0	0.0	0.0	0.0472
renfrogner	VER	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
rengainer	VER	0.0	0.0	0.4317	1.2705	0.0	0.0	0.6659
renier	VER	0.0	0.0	0.185	0.0	3.4423	0.0	0.6891
renne	NOM	0.0	0.0	0.438	0.0	0.0	0.0	0.0652
renom	NOM	0.0	0.0	0.4665	0.0	0.0	0.0	0.0433
renommer	VER	0.7319	0.0	0.0	0.0	0.0	0.0	0.0134
renommé	ADJ	0.0	0.0	0.5531	0.0	0.0	0.0	0.0514
renommée	NOM	0.0	0.0	0.6378	0.0	0.0	0.0	0.0592
renoncement	NOM	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
renoncer	VER	2.5037	28.7213	34.3887	20.4316	40.1357	0.0	29.3191
renouer	VER	0.0	0.0	0.0	0.0	20.024	0.0	0.7219
renouveau	NOM	0.0	0.0	1.2756	0.0	0.0	0.0	0.1185
renouvelable	ADJ	0.0	0.0	1.866	0.0	20.6179	128.3297	6.7862
renouveler	VER	0.0	4.486	7.6901	29.3733	6.0005	111.7223	15.1075
renouvellement	NOM	0.0	0.0	0.6378	0.0	0.0	56.7717	1.581
renseignement	NOM	1.1123	8.8852	9.6043	0.0	4.139	0.0	8.0066
renseigner	VER	24.4483	0.4664	19.81	0.0	0.0	0.0	11.0033
rentabilité	NOM	0.0	0.0	3.5301	0.0	31.3528	19.328	3.9944
rentable	ADJ	0.0	0.0	3.5957	2.2839	27.9938	0.0	4.4193
rente	NOM	0.0	0.0	3.5636	0.0	0.0	0.0	0.6763
rentraire	VER	0.4856	4.5382	0.5531	8.1533	0.0	0.0	4.2754
rentrer	VER	703.2021	393.267	283.4848	186.5998	148.8703	86.9662	337.2143
rentré	ADJ	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
rentrée	NOM	7.3458	24.2386	8.7428	9.0915	0.0	0.0	13.6085
renversant	ADJ	0.0	0.1276	0.0	0.0	0.0	0.0	0.0062
renverse	NOM	0.0	0.0	0.2331	0.0	0.0	0.0	0.0558
renversement	NOM	0.0	0.0	0.0	0.0	0.0	19.328	0.1431
renverser	VER	0.0	4.7828	12.3551	19.5638	34.1646	0.0	13.721
renversé	ADJ	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
renvoi	NOM	0.0	1.0679	0.0	0.0	0.0	0.0	0.0515
renvoyer	VER	0.5987	14.3872	20.9692	36.1283	65.168	134.1811	31.6908
renâcler	VER	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
reparaître	VER	0.0	1.0679	0.487	0.911	0.0	0.0	1.5471
reparler	VER	0.0	0.606	0.0	1.8983	0.0	0.0	0.6778
repartir	VER	86.3792	73.935	40.5991	32.1334	4.139	0.0	55.0454
repas	NOM	90.202	163.9534	137.1126	66.4916	12.0009	0.0	106.7611
repassage	NOM	0.0	0.0	0.0	0.0	6.8846	0.0	0.1315
repasse	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
repasser	VER	0.0	4.5697	6.5763	0.0	0.0	19.328	4.6555
repasseur	NOM	0.0	0.0	1.6593	0.0	0.0	0.0	0.1541
repeigner	VER	0.0	0.0	0.0	1.8983	0.0	0.0	0.051
repeindre	VER	1.1556	0.0	0.0	0.0	0.0	0.0	0.0212
repenser	VER	0.0	4.2029	0.1243	18.9886	0.0	0.0	4.4831
repentir	VER	0.0	0.0	0.5857	1.3018	6.8846	0.0	2.0473
replacer	VER	0.5504	0.0	0.4665	7.0007	0.0	0.0	2.229
replanter	VER	0.0	0.0	3.4815	0.0	0.0	0.0	0.6697
repli	NOM	0.0	0.0	0.6378	0.0	8.2781	0.0	1.1151
replier	VER	0.0	3.6333	3.5957	0.3387	20.6179	0.0	4.761
replié	ADJ	0.0	0.0	0.0	1.7933	0.0	0.0	0.0482
reportage	NOM	0.0	19.5755	6.1412	0.0	0.0	0.0	5.2995
reporter	VER	0.5504	0.0	6.7009	23.2199	0.0	0.0	6.4266
reporter	NOM	1.1123	0.0	7.4026	7.8109	3.4423	0.0	6.8981
repos	NOM	0.4856	16.0481	20.0258	1.2705	3.4423	25.6659	15.709
reposer	VER	113.9555	56.6369	72.7412	131.0514	60.4644	77.5234	84.7599
repousse	NOM	0.0	0.7079	0.0	0.0	0.0	0.0	0.0558
repousser	VER	0.0	4.9127	16.8902	3.5867	40.0479	38.4989	16.9255
repoussoir	NOM	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
reprendre	VER	64.0089	206.0553	272.0331	162.8077	134.9799	57.984	193.2388
reprise	NOM	0.0	5.7963	0.3059	11.6267	65.9532	19.328	10.8589
reproche	NOM	1.1123	4.542	3.5058	8.2287	0.0	0.0	5.9137
reprocher	VER	0.0	0.0	30.0526	18.1689	0.0	25.6659	14.1051
reproductif	ADJ	0.0	0.0	1.2756	0.0	0.0	4.0185	0.9698
reproduction	NOM	0.0	0.6228	16.0584	8.1049	40.6321	0.0	11.8869
reproduire	VER	0.0	0.5137	3.4688	0.911	92.388	0.0	8.9452
représentant	NOM	1.2635	0.0	23.4361	0.911	12.0009	111.7223	14.7256
représentatif	ADJ	0.0	0.0	11.7502	8.2287	20.6179	0.0	7.0189
représentation	NOM	7.2313	0.5137	43.1075	9.1403	103.0894	217.5042	39.7287
représenter	VER	64.6399	93.0997	193.933	63.6734	273.9477	174.5002	140.5585
reptation	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
reptile	NOM	0.9464	0.0	0.0	0.0	3.4423	19.328	1.3672
repère	NOM	0.0	0.0	0.6378	1.822	0.0	0.0	1.0134
repérable	ADJ	0.0	0.0	0.0	0.0	0.0	19.328	0.1431
repérage	NOM	0.5504	0.0	0.0	0.0	4.139	38.656	1.4351
repérer	VER	0.0	0.0	12.041	0.0	6.0005	19.328	4.3142
repêcher	VER	0.0	0.0	0.487	0.0	0.0	0.0	0.0452
requin	NOM	0.0	0.0	1.1713	0.0	0.0	0.0	0.1088
requérir	VER	0.0	0.0	0.0	0.0	20.6179	0.0	0.7913
requête	NOM	0.0	0.0	5.1436	1.2705	0.0	0.0	1.9771
resonger	VER	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
respect	NOM	7.056	22.5215	36.2794	14.4824	92.2241	12.833	32.8811
respectable	ADJ	0.0	0.0	0.6378	0.0	20.6179	56.7717	2.7725
respecter	VER	121.3704	12.4866	52.6289	2.5411	123.6812	56.7717	55.4743
respectif	ADJ	0.0	0.0	0.2331	18.0886	4.139	0.0	3.5884
respectivement	ADV	0.0	0.606	0.5531	2.2839	6.0005	19.328	3.2765
respectueux	ADJ	0.8346	14.774	0.3906	8.4014	20.024	19.328	10.8239
respiration	NOM	0.0	1.2121	3.3506	1.8983	6.0005	0.0	4.0582
respiratoire	ADJ	0.0	0.0	0.0	0.0	66.9321	0.0	2.773
respirer	VER	0.8346	32.2135	13.499	36.0036	18.0014	38.656	26.5746
resplendir	VER	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
responsabiliser	VER	0.0	0.4157	0.0	0.0	0.0	0.0	0.02
responsabilité	NOM	11.9785	17.6584	0.7812	18.0886	85.2966	12.833	22.7651
responsable	ADJ	50.6373	38.9722	92.1063	58.8221	347.0684	135.3747	106.9372
ressaisir	VER	0.0	0.0	0.0	1.3018	0.0	0.0	0.035
ressemblance	NOM	0.0	0.0	0.0	12.4791	0.0	4.0185	1.8223
ressembler	VER	108.3922	109.7483	127.8417	102.5998	80.2715	19.328	111.146
ressenti	ADJ	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
ressentiment	NOM	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
ressentir	VER	0.9464	4.4863	5.3066	4.5679	31.3781	56.7717	12.0131
resserrer	VER	0.0	0.0	0.438	0.0	0.0	0.0	0.0652
ressort	NOM	0.0	1.8684	0.0	8.1386	19.861	0.0	4.5264
ressortir	VER	0.8346	9.7803	0.1243	9.013	0.0	4.0185	7.0349
ressource	NOM	0.0	4.4239	17.2009	36.366	28.9732	56.7717	23.5062
restant	NOM	0.0	0.0	0.2504	0.0	6.0005	0.0	0.5039
restant	ADJ	0.0	0.0	1.1713	18.0499	0.0	0.0	3.0405
restau	NOM	12.6233	0.0	0.0	0.0	0.0	0.0	1.1362
restaurant	NOM	602.0668	92.3835	88.8051	125.3489	40.0479	0.0	148.6608
restaurateur	ADJ	0.0	0.0	0.0	0.0	0.0	19.328	0.1431
restaurateur	NOM	1.1556	0.0	0.0	0.8102	0.0	0.0	0.6428
restauration	NOM	0.0	1.2456	7.6113	1.2705	20.6179	38.656	8.582
restaurer	VER	16.3038	0.0	6.4797	21.7405	12.4171	0.0	12.3491
reste	NOM	90.5872	49.7162	55.5227	125.4588	172.9276	145.006	90.576
rester	VER	768.6065	1209.2221	1118.9544	709.8148	740.4712	848.1384	967.9337
restituer	VER	0.0	0.0	3.5715	1.3018	20.6179	0.0	3.5313
restitution	NOM	0.0	0.0	0.438	2.2839	0.0	0.0	0.7115
resto	NOM	13.5327	8.4893	0.6378	0.0	6.0005	0.0	6.9616
restreindre	VER	0.0	0.0	7.1081	0.0	51.4303	0.0	5.4007
restrictif	ADJ	0.0	0.0	0.0	0.0	20.6179	0.0	0.7913
restriction	NOM	0.0	0.0	0.0	0.0	27.403	0.0	0.9385
restructurer	VER	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
resurgir	VER	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
retard	NOM	44.1797	41.2879	91.1022	1.7933	55.9876	25.6659	58.6184
retardataire	NOM	0.0	0.0	7.4177	0.0	6.0005	0.0	2.1986
retarder	VER	0.6291	0.0	0.933	1.8983	0.0	0.0	1.7728
retenir	VER	16.1153	15.3761	38.6746	64.7068	92.388	38.4989	44.8169
retentir	VER	0.0	0.5213	0.4317	1.3018	0.0	0.0	1.4905
retentissement	NOM	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
retenue	NOM	0.0	0.0	0.438	0.0	20.6179	12.833	2.081
retirer	VER	27.5143	75.1766	51.0529	88.4022	6.8846	0.0	58.8486
retombe	NOM	0.0	0.0	0.487	0.0	0.0	0.0	0.0452
retomber	VER	0.0	8.5699	4.9896	19.6729	4.139	12.833	10.8491
retombée	NOM	0.0	0.0	0.5531	0.0	20.024	0.0	1.5376
retouche	NOM	0.0	0.0	3.7375	0.0	0.0	0.0	0.6965
retour	NOM	252.1068	47.9494	164.5938	98.7687	325.8158	56.7717	157.2614
retourne	NOM	0.0	0.0	0.0	1.7933	0.0	0.0	0.0482
retourner	VER	221.8739	207.1696	202.7453	233.9608	31.3781	0.0	199.9564
retracer	VER	0.9051	7.8733	10.35	0.0	26.3397	0.0	8.8895
retraire	VER	0.0	0.0	0.3906	0.0	0.0	0.0	0.0363
retrait	NOM	0.0	0.0	0.4317	2.2839	0.0	0.0	0.6722
retrait	ADJ	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
retraite	NOM	16.279	34.1143	88.137	14.1801	181.032	86.9662	67.375
retraitement	NOM	0.0	0.4157	0.0	0.0	0.0	0.0	0.02
retraiter	VER	0.9464	3.4287	0.4665	0.0	0.0	0.0	1.992
retraité	NOM	7.1121	6.0553	15.2768	2.2839	17.2115	12.833	16.8571
retraité	ADJ	0.0	0.0	0.5857	0.0	0.0	12.833	0.6985
retrancher	VER	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
retransmettre	VER	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
retravailler	VER	0.0	0.0	0.5857	0.0	6.0005	0.0	0.684
retrousser	VER	0.0	0.0	0.0	0.911	0.0	0.0	0.0652
retrouve	NOM	0.5547	0.7079	0.0	0.0	0.0	0.0	0.4358
retrouver	VER	811.2055	471.3875	452.0461	558.5224	281.6571	145.006	495.8137
revanche	NOM	0.4856	8.9634	41.3008	23.8285	212.2144	38.656	44.5568
revenant	NOM	0.0	0.0	0.4317	0.0	0.0	0.0	0.0401
revendeur	NOM	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
revendication	NOM	0.0	0.0	5.9013	2.2839	4.139	113.6757	7.4417
revendiquer	VER	0.0	0.7079	9.6474	24.2145	76.6769	19.328	15.1714
revendre	VER	7.18	0.0	7.371	0.0	0.0	0.0	3.7403
revenir	VER	248.617	568.7076	513.157	539.4701	297.9079	86.9662	466.6148
revente	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
revenu	NOM	0.4856	18.4827	14.4224	39.3407	31.3781	38.656	28.8968
revers	NOM	0.0	0.0	0.4317	0.8102	6.0005	0.0	1.3319
reverser	VER	0.0	0.0	0.6378	0.0	0.0	0.0	0.0592
revigorer	VER	0.0	0.0	0.4665	0.0	0.0	0.0	0.0433
revirement	NOM	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
revisiter	VER	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
revitalisant	ADJ	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
revitaliser	VER	0.0	0.0	0.0	0.0	0.0	19.328	0.1431
revivre	VER	0.5504	1.0679	3.5957	1.7933	3.4423	0.0	3.9851
revoir	VER	266.8969	269.2388	48.8413	139.4604	10.3269	0.0	145.6908
revolver	NOM	0.0	0.0	0.0	67.5369	0.0	0.0	4.7418
revue	NOM	7.3631	25.9163	16.6723	8.1049	80.2315	238.1482	36.782
revêtement	NOM	0.0	0.0	0.5531	0.911	0.0	0.0	0.6976
revêtir	VER	0.5504	0.0	3.6369	2.2839	19.861	0.0	3.9042
rez-de-chaussée	NOM	1.8101	15.6782	6.3254	9.025	0.0	0.0	10.2873
reçu	ADJ	0.0	0.0	0.6378	2.2839	40.1357	78.971	5.9035
rhabiller	VER	0.0	0.0	0.3906	0.0	0.0	0.0	0.0363
rhinocéros	NOM	0.0	0.0	4.1985	0.0	0.0	0.0	0.39
rhodanien	ADJ	0.0	0.0	0.0	0.0	0.0	25.6659	0.1951
rhododendron	NOM	0.0	0.0	0.2504	0.0	0.0	0.0	0.0233
rhum	NOM	21.2106	0.0	0.0	0.0	0.0	0.0	2.0249
rhumatisme	NOM	0.0	0.0	0.5531	0.0	0.0	0.0	0.0514
rhumatologie	NOM	0.0	0.0	0.0	0.0	0.0	12.833	0.0975
rhumb	NOM	0.0	0.0	0.5531	0.0	0.0	0.0	0.0514
rhume	NOM	0.0	15.4412	2.6301	0.0	4.139	0.0	5.444
rhéologique	ADJ	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
rhétorique	NOM	0.0	0.0	0.0	0.0	0.0	19.328	0.1431
rhétorique	ADJ	0.0	0.0	0.0	0.0	0.0	38.656	0.2862
riant	ADJ	0.0	0.6111	0.4665	0.0	0.0	0.0	0.6518
ricaner	VER	0.6291	0.0	0.0	0.0	0.0	0.0	0.0116
riche	ADJ	29.0935	233.0739	164.4588	243.8865	77.1586	185.5908	165.8694
riche	NOM	0.0	22.8912	16.658	54.4225	0.0	0.0	19.5082
richement	ADV	1.1764	0.0	0.0	0.0	0.0	0.0	0.0216
richesse	NOM	16.6526	18.9476	59.8721	9.1403	72.5363	8.037	40.8549
richissime	ADJ	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
ride	NOM	0.0	0.1865	0.0	0.911	0.0	12.833	0.9444
rideau	NOM	1.1764	39.1831	37.0662	11.8663	0.0	0.0	26.3721
rider	VER	0.9051	0.1865	0.0	0.0	0.0	0.0	0.4405
ridicule	NOM	0.8346	0.0	0.3906	2.2839	0.0	0.0	1.3204
ridicule	ADJ	7.3735	0.6228	14.3059	6.8518	3.4423	0.0	11.4242
ridiculiser	VER	0.0	0.0	0.0	1.3018	3.4423	0.0	0.6502
rien	NOM	155.1233	197.2544	286.0019	431.6528	188.6899	43.8345	254.6949
rien	ADV	648.5302	882.0358	674.8242	1398.0023	432.8818	171.4545	780.5476
rigide	ADJ	0.8346	0.0	0.4317	0.8102	0.0	0.0	1.4109
rigole	NOM	0.0	0.0	0.5531	0.0	0.0	0.0	0.0514
rigoler	VER	0.5987	0.2065	0.5531	0.0	0.0	0.0	1.2854
rigolo	ADJ	0.0	0.6008	5.1837	0.0	0.0	0.0	1.9784
rigolote	ADJ	0.0	0.0	0.6378	0.0	0.0	0.0	0.0592
rigoureusement	ADV	0.0	0.0	0.0	0.8102	4.139	0.0	0.5215
rigoureux	ADJ	0.0	0.0	0.438	2.2839	19.861	0.0	2.5935
rigueur	NOM	0.0	0.0	12.2888	1.2705	0.0	77.4712	6.9951
rime	NOM	0.0	0.4664	0.3906	0.0	0.0	0.0	0.6647
rincer	VER	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
ringard	ADJ	0.0	0.0	0.0	0.0	6.8846	0.0	0.1315
riposte	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
rire	VER	246.7018	409.3112	200.4554	131.4735	6.0005	19.328	233.7087
rire	NOM	19.158	45.2511	46.1424	0.3387	0.0	19.328	31.3697
ris	NOM	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
risque	NOM	4.6279	17.3023	74.3812	13.7036	340.0881	249.6704	78.0893
risquer	VER	0.8346	9.554	42.5561	35.7537	111.3228	0.0	37.1816
rit	NOM	0.5504	0.0	0.0	0.0	0.0	0.0	0.0101
rital	NOM	0.0	0.0	3.189	0.0	0.0	0.0	0.2962
rite	NOM	0.0	0.606	12.2248	13.6738	6.0005	0.0	8.5228
ritournelle	NOM	0.0	0.0	0.5531	0.0	0.0	0.0	0.0514
rituel	NOM	0.0	0.0	10.2564	2.2839	12.0009	0.0	5.0972
rituel	ADJ	0.0	0.0	0.3906	0.0	3.4423	0.0	0.6556
rivage	NOM	0.8346	0.0	0.3059	0.0	0.0	0.0	0.6041
rival	NOM	0.0	0.0	3.5244	9.1403	3.4423	19.328	4.726
rival	ADJ	0.0	0.6228	0.0	0.0	0.0	0.0	0.0472
rivaliser	VER	0.0	0.0	0.0	8.7861	3.4423	0.0	1.4925
rive	NOM	20.2456	0.186	8.6365	1.3018	0.0	0.0	9.1131
riverain	NOM	0.0	0.6228	1.7519	0.0	0.0	25.6659	3.311
rivet	NOM	0.0	0.0	2.5512	0.0	0.0	0.0	0.237
rivière	NOM	57.0878	86.4336	92.8761	1.7933	20.024	19.328	63.7441
riz	NOM	39.0799	8.0862	5.2972	0.0	4.139	4.0185	13.4107
robe	NOM	16.4654	245.3663	21.7576	37.6363	55.9876	43.8345	77.8822
robinet	NOM	0.8075	1.5638	0.0	0.0	0.0	0.0	1.0847
robot	NOM	0.8075	31.0668	39.628	0.0	17.2115	0.0	30.2584
robotique	NOM	0.8075	6.8285	0.0	0.0	12.0009	0.0	3.7106
robuste	ADJ	0.0	0.0	3.2138	0.0	0.0	0.0	0.5979
roc	NOM	0.9051	0.0	0.4665	0.0	0.0	0.0	0.6805
rocaille	NOM	0.0	0.0	0.0	0.0	0.0	19.328	0.1431
rocailleux	ADJ	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
rocambole	NOM	0.0	0.0	0.0	1.3018	0.0	0.0	0.035
rocambolesque	ADJ	0.0	0.0	0.0	1.3018	0.0	0.0	0.035
roche	NOM	0.0	4.4213	0.3933	0.0	6.8846	4.0185	3.6721
rocher	VER	1.4639	0.0	1.1713	0.0	0.0	0.0	0.9911
rocher	NOM	1.1008	12.3714	3.1522	0.0	0.0	0.0	7.2872
rocheux	ADJ	0.5504	0.0	6.4328	0.0	0.0	0.0	2.0685
rock	NOM	32.9937	12.2004	12.5835	6.3527	6.0005	0.0	19.3648
rococo	ADJ	0.0	0.0	0.3059	0.0	0.0	0.0	0.0284
roder	VER	0.0	0.0	0.4665	0.0	0.0	0.0	0.0433
roi	NOM	164.7597	866.5802	129.963	12.2697	0.0	19.328	273.3416
rom	NOM	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
romain	ADJ	10.8726	30.1321	5.0007	0.0	6.8846	0.0	15.0206
roman	ADJ	0.8346	1.2121	0.1219	18.1921	65.168	12.833	12.2431
roman	NOM	74.3035	103.421	99.3188	258.5052	84.4695	43.8345	133.1546
roman-feuilleton	NOM	0.0	0.0	0.3059	1.3018	0.0	0.0	0.655
roman-photo	NOM	0.0	0.0	0.0	0.911	0.0	0.0	0.0652
romancer	VER	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
romanche	ADJ	1.2635	0.0	0.0	0.0	0.0	0.0	0.0232
romancier	NOM	7.6054	4.9127	3.5206	41.3152	12.0009	0.0	13.6668
romanesque	NOM	0.0	0.0	0.5531	0.911	0.0	0.0	0.6976
romanesque	ADJ	0.0	0.0	0.487	0.0	0.0	19.328	0.6452
romano	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
romantique	ADJ	45.6561	20.2169	7.0791	0.0	24.0018	0.0	19.1005
romantisme	NOM	0.0	0.1937	0.4662	0.0	0.0	0.0	1.0198
rompre	VER	0.0	4.2499	9.5242	2.5411	113.9785	38.656	18.105
rompu	NOM	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
ronchon	NOM	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
rond	NOM	7.132	3.847	0.487	1.8983	4.139	0.0	5.3477
rond	ADJ	16.194	63.0887	1.9481	22.0032	10.3269	0.0	27.1298
rond-point	NOM	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
ronde	NOM	1.6691	14.0375	0.4665	0.0	0.0	0.0	4.9515
rondelle	NOM	0.4856	0.0	1.1717	0.0	0.0	0.0	1.2921
ronder	VER	0.8346	0.0	0.0	0.0	0.0	0.0	0.0153
rondeur	NOM	0.0	0.0	0.0	0.0	0.0	4.0185	0.0657
ronflant	ADJ	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
ronflement	NOM	0.5504	0.0	0.0	0.0	0.0	0.0	0.0101
ronfler	VER	0.0	0.0	0.1029	0.0	0.0	0.0	0.0096
ronger	VER	0.0	0.0	0.0	0.8102	0.0	0.0	0.0218
rongeur	NOM	0.9464	0.0	7.2057	0.0	4.139	0.0	3.4566
ronronner	VER	0.0	0.8313	0.0	0.0	6.0005	0.0	0.4897
rosace	NOM	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
rosbif	NOM	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
rose	NOM	1.8928	3.0302	4.0444	0.0	6.0005	19.328	7.7315
rose	ADJ	0.5504	21.0022	32.6903	2.2839	24.0018	4.0185	23.9836
roser	VER	6.3177	0.4157	0.0	0.0	0.0	0.0	1.39
rosette	NOM	0.0	0.0	0.0	0.911	0.0	0.0	0.0652
rosier	NOM	15.6855	4.4228	0.0	0.0	6.0005	0.0	4.2011
rosé	ADJ	0.0	0.0	0.4665	0.0	0.0	0.0	0.0433
rot	NOM	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
rotation	NOM	0.0	0.0	0.438	0.0	6.0005	0.0	0.7202
roter	VER	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
roturier	ADJ	0.0	0.0	0.438	0.0	0.0	0.0	0.0652
rouage	NOM	0.0	0.0	0.0	0.0	0.0	56.7717	0.7913
roue	NOM	28.0649	35.7788	18.6054	1.822	0.0	0.0	26.8147
rouge	NOM	0.5547	0.6008	0.0	1.8983	3.4423	0.0	1.9759
rouge	ADJ	243.556	196.7586	215.6017	153.6615	76.6769	8.037	190.5408
